headline_clean,label,source
"As China’s economy falters, so does middle class confidence",0,NBC
"House impeaches Trump for second time, days before term expires",0,NBC
'AGT' judge Simon Cowell has rare public outing with son and fiancée after revealing 10 year old 'saved' him,1,FoxNews
"Sinwar, mastermind of Oct. 7 attacks, was long sought by Israeli forces",0,NBC
"Before there was Veterans Day, there was Armistice Day",1,FoxNews
Arnold Schwarzenegger remembers gruesome injury while filming 'Total Recall',1,FoxNews
"'SNL' head insists there'll be no Trump or Harris cameos this season, cites 'equal time provisions'",1,FoxNews
Haitian migration roils town in key battleground state with signs of pro Trump support on the rise,1,FoxNews
"Stampede at religious event in India kills more than 100 people, almost all of them women",0,NBC
Former NFL QB Jay Cutler arrested on charges of DUI and gun possession after minor crash in Tennessee,0,NBC
Should kids use an electric toothbrush? Here's what dentists think.,0,NBC
"Hamas launches rockets from Gaza one year after Oct. 7 attacks, while IDF strikes terror targets",1,FoxNews
Biden says he's 'not surprised' by judge's 'specious' decision to toss Trump documents case,0,NBC
"Jake E Lee, former guitarist for Ozzy Osbourne, shot multiple times in Las Vegas",1,FoxNews
DeSantis debate memo urges him to defend Trump and take 'a sledge hammer' to Ramaswamy,0,NBC
"Parents of slain Hamas captive push for deal, warning remaining hostages won't 'make it much longer'",0,NBC
What weeks of early voting data tell us about how Democrats and Republicans are turning out in 2024,0,NBC
"Trump shooter Thomas Matthew Crooks' cause, manner of death revealed",1,FoxNews
China's summer of extremes has farmers worried,0,NBC
Airline passenger goes viral for recording neighbor's midflight photo attempts,1,FoxNews
How billions in pandemic aid was swindled by con artists and crime syndicates,0,NBC
"Archbishop of Canterbury condemns gay marriage, but Anglican bishops remain divided",1,FoxNews
"Sinwar's killing looks set to boost Netanyahu, the Houdini of Israeli politics",0,NBC
"Left unchecked, Maui’s nonnative grasses turned into wildfire fuel",0,NBC
Ron DeSantis says Trump is not 'pro life' at Iowa town hall event,0,NBC
"Bear meat for dinner? Follow these steps to prevent parasitic infection, CDC says",1,FoxNews
James Madison's perspective on slavery is a far more 'nuanced' historical subject than many understand: Turley,1,FoxNews
Secret Service tightened security around Trump after learning of alleged Iranian assassination plot,0,NBC
Stiff person syndrome patients share what it’s like to live with the rare disease,1,FoxNews
2024 GOP candidates forced to grapple with a 6 week abortion ban to win Iowa,0,NBC
Ex CNN host Brian Stelter says he still doesn't know why 'Reliable Sources' was canceled,1,FoxNews
"Suspect in death of 6 year old Palestinian boy was obsessed with Israel Hamas war, prosecutors say",0,NBC
Biden mistakenly touts his '2020 agenda' during Seth Meyers interview,1,FoxNews
"Biden blasts Alabama Supreme Court's IVF ruling as Harris, campaign blame Trump",0,NBC
Illegal immigrants arrested in wealthy Florida county for sexual crimes against a child,1,FoxNews
North Carolina community 'hunting' for missing teachers in 'devastating' aftermath of Hurricane Helene,1,FoxNews
Can scalp acne actually lead to hair loss? Experts weigh in,0,NBC
Gazans in Khan Younis allege Israeli soldiers raided cemetery,0,NBC
House Republicans privately worry about political fallout of government shutdown,1,FoxNews
Congress to get beefed up security for electoral vote certification on Jan. 6,0,NBC
DeSantis touts Florida lawsuit seeking to block Biden's Title IX changes,1,FoxNews
Hunting for AI bots? These four words could do the trick,0,NBC
Israeli war’s latest phase may reckon with tension between dismantling Hamas and rescuing hostages,0,NBC
"After acquitting Trump, McConnell slams him for a 'disgraceful dereliction of duty'",0,NBC
BTS star Jin begins military service at front line boot camp,0,NBC
Four Proud Boys members found guilty of seditious conspiracy in Jan. 6 trial,0,NBC
"Father of Israeli American hostage pleads for deal 'with Satan' before Biden, Harris enter Situation Room",1,FoxNews
"On this day in history, November 6, 1984, Ronald Reagan wins re election to the White House by a landslide",1,FoxNews
Sports Illustrated Swimsuit Issue features its first trans model,0,NBC
Beijing Half Marathon organizers investigate Chinese runner's controversial win,0,NBC
Understanding Election 2024 is more than just reading polls,1,FoxNews
"On this day in history, September 21, 1780, Benedict Arnold betrays cause of American independence",1,FoxNews
New study reveals extreme weather's impact on seniors' attendance at doctor appointments,1,FoxNews
Samaritan's Purse continues Helene relief efforts with three water filtration systems in North Carolina,1,FoxNews
Sen. Ron Johnson releases preliminary findings of probe into Trump assassination attempt,1,FoxNews
"Yes, you can get fleas from your pets and they can get fleas from you. Here’s how to prevent them",0,NBC
"Sinwar's removal from battlefield is ‘significant,’ presents opportunity for cease fire, State Department says",1,FoxNews
"ACLU, LGBT groups sue Missouri AG over gender transition emergency rule",1,FoxNews
"Kamala Harris grants first interview to CNN after weeks of avoiding press, to be joined by Tim Walz",1,FoxNews
'Feel betrayed': Top conservative group blasts vulnerable Dems on inflation in multimillion dollar ad blitz,1,FoxNews
China raises Middle East diplomatic ambitions with talks between Hamas and rival Fatah,0,NBC
"CNN not waiting to make more changes at network, insider says: 'They’re not going to wait out deals'",1,FoxNews
What happens now that Supreme Court struck down Biden's student loan handout scheme,1,FoxNews
"Arrested after a fatal stabbing, a Utah man told police he brought a gun to Capitol riot",0,NBC
Gorsuch blasts Sotomayor's dissent in Christian web designer ruling: 'Reimagines' facts from 'top to bottom',1,FoxNews
Trump's Black GOP allies challenged during tense discussion tailored to Black men,0,NBC
"Jocelyn Nungaray was sexually assaulted before alleged murder by illegal immigrants, family says",1,FoxNews
"Hamas 'affiliates' reportedly call hostage families with threats, harassment: 'you won't see your loved ones'",1,FoxNews
Sinwar’s death offers an opening to end the war in Gaza and a test for Netanyahu,0,NBC
Bruce Willis' daughter says he's shown her 'to not take any moment for granted': 'There's painful days',1,FoxNews
Alabama murderer gives up appeals and asks to be executed so that victims’ families have ‘justice’,0,NBC
"Travel obsessed woman 'works' the time off system, visiting 28 countries on a budget",1,FoxNews
NASA astronaut shares timelapse video of massive Hurricane Milton from space,1,FoxNews
Lori Loughlin's college admissions scandal case: Everything to know about it,1,FoxNews
U.S. confirms Trump campaign claim it was breached by Iranian hackers,0,NBC
"Women's pro soccer league had systemic abuse and sexual misconduct, investigation reveals",1,FoxNews
Liberal 'SNL' takes swipe at ABC's 'biased' presidential debate in cold open: 'Duh',1,FoxNews
"In effort to shore up blue wall, Harris eyes Wisconsin",0,NBC
Shehbaz Sharif elected Pakistan’s prime minister for second term,0,NBC
When to use a soap free body wash,0,NBC
Israeli ultranationalist minister visits Jerusalem holy site,0,NBC
"19 best pet products for dogs and cats, according to staff pet owners",0,NBC
15 last minute Father's Day gifts,0,NBC
Esper replacement Chris Miller tells US troops: 'It's time to come home',1,FoxNews
South Carolina GOP Sen. Lindsey Graham on Sunday said North Carolina Lt. Gov. Mark Robinson “has an obligation to defend himself” after reports surfaced this week about lewd posts Robinson made on a pornographic website over a decade ago.,0,NBC
Trump's hush money trial begins Monday. Here's what to expect.,0,NBC
Judge in Georgia election interference case dismisses three counts against Trump,0,NBC
'American Graffiti' cast 50 years later: How film launched Harrison Ford from struggling carpenter to Han Solo,1,FoxNews
"Critics blast Harris' grasp of inflation, attack on business ahead of policy speech: 'Lunatic behavior'",1,FoxNews
Navy SEAL turned GOP lawmaker: Special ops hostage rescue mission in Israel would take 'considerable effort',1,FoxNews
Howard Stern tells Harris sun will 'go out' if she loses: 'We're in for the darkest skies on the planet',1,FoxNews
"‘Clear the Capitol,’ Pence pleaded, timeline of riot shows",0,NBC
"Minnesota WWII veteran celebrates turning 100 years old, wishes today's young people had 'more backbone'",1,FoxNews
Sydney Sweeney is unrecognizable as she channels famous athlete for upcoming role,1,FoxNews
‘Easy money’: How international scam artists pulled off an epic theft of Covid benefits,0,NBC
"Trump overcharged Secret Service agents to stay at his D.C. hotel, new Democratic report says",0,NBC
Breaking into Trump shooter’s cellphone complicated by modern technology: expert,1,FoxNews
'American Idol' judge Katy Perry suffers wardrobe malfunction during show,1,FoxNews
Trump's inconsistent messaging clashes with the RNC's attempted embrace of early voting,0,NBC
"Russia, Iran and China are using AI in election interference efforts, U.S. intelligence officials say",0,NBC
Schumer may let controversial Biden nominee with 'problematic' ties quietly expire: expert,1,FoxNews
Planning a 2 week vacation getaway? Experts say workers should think again,1,FoxNews
"Trump keeps massive lead, Haley ties DeSantis for second in new 2024 GOP presidential primary poll",1,FoxNews
Rep. Matt Gaetz defeats Kevin McCarthy backed GOP primary challenger,0,NBC
4 horses have died at Churchill Downs ahead of 149th Kentucky Derby,1,FoxNews
Liberal theory trying to dismiss Supreme Court win for Christian graphic designer shot down by legal experts,1,FoxNews
Pelosi said in new Jan. 6 video she wanted to 'punch' Trump out,0,NBC
"Ryan Routh, arrested near Trump's Florida golf course, is charged with attempted assassination",0,NBC
"Jewish college students say they're scared to go to class, blame universities for silence on antisemitism",1,FoxNews
Pennsylvania Gov. Wolf: Migrant flights only 'passed through' Scranton 'en route to their final destination',1,FoxNews
"Trump's 2024 plan: Win Iowa by double digits, wrap up the nomination by March",0,NBC
Emmy nominations 2024: Complete list,0,NBC
Biden’s Charlottesville moment? POTUS torched for telling DNC anti Israel mob outside they ‘have a point’,1,FoxNews
"In protests against Israel, 'American way of freedom' is being 'deeply challenged,' says author and historian",1,FoxNews
Sydney Sweeney rips internet trolls for tagging family in screenshotted nude scenes: ‘Disgusting’,1,FoxNews
Nobel laureate Muhammad Yunus is sworn in as interim leader of Bangladesh,0,NBC
Georgia school shooting: Teen suspect's mom's criminal record part of emerging picture of troubled home life,1,FoxNews
A generational divide splits Black voters ahead of Biden Trump rematch,0,NBC
Trump says he 'probably took a bullet to the head' due to Dem rhetoric,1,FoxNews
What’s fueling the rise in Hindu nationalism in the U.S.,0,NBC
"Older adult women caregivers have lower death rates than non caregivers, study finds: ‘A sense of purpose’",1,FoxNews
"Cuban economy minister out over delayed fuel, transport price hikes",1,FoxNews
"This is the right order to apply all your skin care products, according to derms",0,NBC
Far left hatred of Jews today echoes the socialism and antisemitism of Hitler in the 1930s,1,FoxNews
'I was slipping in people's blood': Police officer describes battling rioters after Capitol became a 'war scene',0,NBC
"Ashley Tisdale, Vanessa Hudgens dance to 'High School Musical' song during self quarantine",1,FoxNews
"Indiana man accused of killing teen girls allegedly confessed in phone call to wife, court documents say",0,NBC
Trump turns political event into surreal listening party,0,NBC
Israel says it killed a top Hezbollah official in 'targeted' Beirut strike,0,NBC
Video from Trump assassination attempt victim's POV shows figure moving on roof moments before gunfire,1,FoxNews
Democratic heavyweights to speak at party's convention; preparing for large Palestinian protests,1,FoxNews
5 key takeaways from the VP debate between JD Vance and Tim Walz,0,NBC
HBO's 'The Last of Us' adaptation is a milestone for LGBTQ gamers,0,NBC
Vance praised for 'absolute FIRE' takedown of Harris Walz 'tag team' riot enablers: 'Make America Burn Again',1,FoxNews
Simon Cowell details yearslong mental health battle: 'We're not all made of steel',1,FoxNews
Be well: Add an egg (or 3) to your daily diet for heart health,1,FoxNews
"Utah mom shot missing National Guard husband in his sleep, suggested lover ‘take it to the grave’: police",1,FoxNews
"New Jersey restaurant breaks Guinness World Record for largest tequila, mezcal library",1,FoxNews
China and Japan end dispute over Fukushima water discharge,0,NBC
Political handicapper shifts Montana Senate to ‘leans Republican’ as Tester falls behind,1,FoxNews
"Dementia warning: Don't ever say these 16 things to loved ones with the disease, experts advise",1,FoxNews
"Jewish Americans could show 'significant change' in voting, support Republican candidates in 2024: experts",1,FoxNews
"World War II heroes, ages 100 and 98, fought in Battle of the Bulge, now are grand marshals of Philly parade",1,FoxNews
"Georgia officers interviewed Apalachee High School shooting suspect in 2023, could not substantiate threat",1,FoxNews
"Political consultant who admitted deepfaking Biden's voice is indicted, fined $6 million",0,NBC
"Health care is ‘overwhelmingly complex’ for older adults, experts say: ‘Ever increasing hurdle’",1,FoxNews
"Hezbollah, allies lose majority in Lebanon's parliament after election",0,NBC
"Pro lifers blast Trump 'betrayal' with shifting abortion stance, answer on Florida Amendment 4",1,FoxNews
'Shogun' breaks record with 18 Emmy wins,0,NBC
Iran's Ayatollah Ali Khamenei in hiding with extra security following Hezbollah leader's death: report,1,FoxNews
"Riley Gaines visits RNC with message for New York AG Letitia James, Democrats claiming to be party for women",1,FoxNews
America the beautiful: 50 must see landmarks that tell our national story,1,FoxNews
NFL legend Troy Aikman rips 'lazy' Cowboys wide receivers after blowout loss,1,FoxNews
Texas officials: Uvalde shooting report reveals 'multiple systemic failures',1,FoxNews
Harry Styles' full 'X Factor UK' audition video reveals details about the singer's first performance,1,FoxNews
Biden says he's more physically viable than TIME reporters interviewing him: ‘I can take you too’,1,FoxNews
North Carolina manhunt launched for convicted murderer who escaped on way to hospital: sheriff,1,FoxNews
"Researchers argue 'rapid onset gender dysphoria' does exist, despite narrative against it",1,FoxNews
23+ thoughtful gifts for teachers that will help them destress,0,NBC
‘Uncommitted’ Democratic voters creating negative press for Biden as progressives protest support for Israel,1,FoxNews
Crime spikes force schools to reinstate resource officers as defund movement collapses,1,FoxNews
New device explosions reported in Lebanon,0,NBC
"Jan. 6 committee issues subpoenas to Trump's 'alternate electors,' former spokesman",0,NBC
"United Nations slammed for silence over Hamas rapes, mutilation and murder of Israeli women, critics say",1,FoxNews
911 call reveals shock of Utah mommy bloggers' alleged child abuse: 'She's a bad lady',1,FoxNews
"Superintendent fired, CRT banned after Moms for Liberty candidates revamp South Carolina school district",1,FoxNews
Sarah McBride launches historic bid to become first trans member of Congress,0,NBC
VP nominee Tim Walz sits for rare interview to discuss gutter maintenance with TikToker,1,FoxNews
Indian Prime Minister Modi makes first visit to ally Russia since Ukraine invasion,0,NBC
"Hezbollah hits Israel with deadliest attack in months long conflict, IDF says, raising fears of escalation",1,FoxNews
Iranians vote to replace late President Raisi,0,NBC
"Ozzy, Sharon Osbourne delay move back to England due to rocker's health: 'LA used to be nice'",1,FoxNews
Trump allies meet with Netanyahu and other Israeli officials as pressure builds on prime minister,0,NBC
"Trump blasts DOJ for 'election interference,' calls Jack Smith case a 'scam' after judge unseals key filing",1,FoxNews
"Jan. 6 rioter asks for early release, says he was ‘manipulated’ by Trump and",0,NBC
Judge rules against RFK Jr.'s bid to appear on New York ballot this fall,0,NBC
"Jack Carr, bestselling author and former SEAL, announces nonfiction series, 'Targeted,' on terror events",1,FoxNews
"Israeli settlements violate international law, U.N.'s top court says in a landmark opinion",0,NBC
Bernie Sanders to force Senate vote on resolution that could freeze aid to Israel,1,FoxNews
"Former Obama fundraiser calls Trump's fine 'so wrong,' attempt to inflict 'pain' before NY loses in appeal",1,FoxNews
Liam Payne’s death has One Direction creator Simon Cowell feeling ‘empty’,1,FoxNews
"Meet the American who wrote the moon landing software: Margaret Hamilton, computer whiz mom",1,FoxNews
U.S. officials say intel agencies are ready to warn the public over foreign election interference,0,NBC
'America's Got Talent' judge Simon Cowell makes show history with shocking move,1,FoxNews
'Gutfeld!' draws largest audience in program history with Trump appearance,1,FoxNews
National parks prepare for millions to visit this summer; some now require reservations,1,FoxNews
U.S. and Qatar agree not to release Iran's $6B,0,NBC
Biden ripped for gun control speech hours after Hunter's firearm conviction: 'We live in clown world',1,FoxNews
Inside Lori Loughlin’s prison stint and why she potentially hasn’t spoken with daughter Olivia Jade: expert,1,FoxNews
Guardians closer Emmanuel Clase shows off accolades right after blowing save to Yankees in ALCS,1,FoxNews
How Nebraska could shake up the presidential map: From the Politics Desk,0,NBC
"North Korean special forces in Russia readying for combat in Ukraine war, South Korea says",0,NBC
Ron DeSantis’ super PAC loses its top strategist in latest sign of turmoil,0,NBC
"Survivor of Hamas terror lost too many friends to count, says October 7 was 'only the first shot'",1,FoxNews
Matt Damon's advice to Josh Hartnett while filming 'Oppenheimer' was ‘so unhelpful’,1,FoxNews
Harris Trump showdown: New polls indicate who has the edge in the Blue Wall battle,1,FoxNews
Colorado district equity docs reveal methodical system to deceive parents on in school social transitions,1,FoxNews
"Ticketmaster apologizes to Taylor Swift, fans over sales disaster",1,FoxNews
Trump courts Black men as he pledges return to a policy that disproportionately targeted them,0,NBC
"Loneliness crisis sweeping America could be as deadly as smoking, surgeon general warns",1,FoxNews
Glenn Youngkin united Virginia Republicans around a 15 week abortion ban. Some have pushed to go further.,0,NBC
"Trump, Harris shake hands in show of unity at Ground Zero for 9/11 commemoration",1,FoxNews
"King Charles, Queen Camilla reportedly pulled from royal outing due to security scare",1,FoxNews
"White House says Trump’s tariffs will destroy manufacturing, exacerbate inflation",1,FoxNews
Time magazine owner takes Kamala Harris to task for denying interview requests: 'We believe in transparency',1,FoxNews
"Harris campaign is in 'danger zone' as Americans worry about country's direction, says CNN data guru",1,FoxNews
Top Israeli legal official tells Netanyahu to fire key ally,0,NBC
Israel strikes Hezbollah targets in Lebanon after two rounds of device explosions,1,FoxNews
21+ gifts for new parents that will help make life easier and more comfortable,0,NBC
'Abuse of power': House GOP opens probe into Ukrainian president's trip to battleground Pennsylvania,1,FoxNews
JD Vance says it would be 'very hard' for Trump to win without North Carolina,0,NBC
Trump defense challenges jury selection in criminal hush money trial,1,FoxNews
Giants rookie phenom Malik Nabers on Travis Scott concert backlash: 'I still got my own life',1,FoxNews
China halts foreign adoptions of its children,0,NBC
House GOP doubts grow as Johnson digs in on funding fight: 'Playing with a government shutdown',1,FoxNews
Franklin Graham's Samaritan's Purse sponsors 21 ambulances in Israel to replace those destroyed by Hamas,1,FoxNews
Death of Russian oil exec Ravil Maganovhighlights suspicious ends met by those who crossed the Kremlin,0,NBC
Germany issues 1st arrest warrant for 2022 Nord Stream pipeline blasts,0,NBC
Sources close to Biden 'furious' about growing calls to get him to exit race: report,1,FoxNews
Israeli Prime Minister Netanyahu hospitalized,0,NBC
"Fewer people are using Elon Musk’s X as the platform struggles to attract and keep users, according to analysts",0,NBC
"The best vegetables for your health, according to nutritionists",1,FoxNews
"Channel dominates CNN, MSNBC during historic cycle of third quarter as 'The Five' makes history",1,FoxNews
Trump appears on YouTuber Logan Paul’s podcast in a bid for young voters,0,NBC
Amazon Prime Day v.s. 4th of July: What are the best deals to shop?,0,NBC
Former Hungarian insider releases audio he says is proof of corruption in embattled Orbán government,0,NBC
Anti Israel Yale protesters joining Columbia students in 'tear down our society' Ivy League movement: Law prof,1,FoxNews
"Ear infections in young children could lead to delayed speech for them, study finds",1,FoxNews
Supreme Court rules in favor of NRA in key First Amendment case,1,FoxNews
"Texas woman accidentally swallows partial dentures, here's how a medical team saved the day",1,FoxNews
Hezbollah rocket attack on Israel hits Haifa for first time,1,FoxNews
Israeli settlers rampage through a Palestinian town in revenge for shooting,0,NBC
Trump shooter Thomas Matthew Crooks' parents registered Pennsylvania professional counselors: Records,1,FoxNews
"Jan. 6 defendant, representing himself, questions son who turned him into the FBI",0,NBC
Federal judge blocks Biden admin move to give legal status to illegal immigrant spouses of US citizens,1,FoxNews
"Latina judge applauds law named after son, killed by gunman targeting her",0,NBC
"At DNC, my party is shining a hopeful spotlight on America. At RNC it was just on Trump",1,FoxNews
Who's Judge Juan Merchan? Trump says he 'hates me' but lawyers say he's fair,0,NBC
Stewart Rhodes wrote message to Trump after Jan. 6 calling on him to 'save the Republic' and arrest members of Congress,0,NBC
Georgia judge blocks rule requiring clerks to hand count number of ballots,1,FoxNews
'Yellowstone' star Lainey Wilson testifies AI using her voice was 'gut punch': 'It is a personal violation',1,FoxNews
Migrants selling fruit and candy in New York's subway are plagued by fear and uncertainty,0,NBC
"Discarded sandals, open liquor bottles: Israel music festival grounds show remnants of a celebration cut short",0,NBC
China scraps premier’s conference in surprise move ahead of big annual meeting,0,NBC
"Researchers unearth find dating back 2,400 years in ancient Greek city",1,FoxNews
Trump supporter charged with firing a gun during the Jan. 6 Capitol attack,0,NBC
"My parents were kidnapped by Hamas. They are not a footnote to Gaza war, they are its essence",1,FoxNews
Travis Kelce passionately defends Guardians fandom after team's thrilling win,1,FoxNews
"'Warning signs flashing': Biden, Trump struggle to lock up base voters ahead of first debate",1,FoxNews
FBI arrests Jan. 6 rioter who confessed to assaulting an officer in front of courthouse,0,NBC
A Florida man riding out Hurricane Milton on his boat alarms TikTok and local officials,0,NBC
Amy Klobuchar suggests voting Democrat will help stop hurricanes: 'That's why we've got to win this',1,FoxNews
Being Gronk: How this actor and stunt double plays the NFL legend on screen,0,NBC
Floridians prepare for the worst as Hurricane Milton quickly approaches,1,FoxNews
2024 Showdown: Trump campaign rejoices after Harris leans in on key issue haunting her vice presidency,1,FoxNews
Border Patrol Union endorses controversial Senate border deal: ‘far better than the status quo’,1,FoxNews
There’s no such thing as a waterproof sunscreen. Here’s what SPF to wear while skiing,0,NBC
Biden and king of Jordan discuss hostage release efforts at White House meeting,0,NBC
Pennsylvania sheriff defends local officers who confronted Trump rally shooter,1,FoxNews
CIA director may travel to Israel for more cease fire and hostage negotiations,0,NBC
"Blinken meets Qatar PM, says Israeli actions are not 'retaliation,' but 'defending the lives of its people'",1,FoxNews
"Trump and Putin have talked as many as 7 times since 2021, new book claims",0,NBC
Jill Biden to honor her husband at convention Monday an appearance that once was going to be much different,0,NBC
"Meet the American who created the Kentucky Derby, Meriwether Lewis Clark Jr., born of pioneers",1,FoxNews
Nancy Pelosi says she 'would never recommend' Biden debate Trump on stage after surprise announcement,1,FoxNews
Back on the trail: Top Biden surrogate Newsom now campaigning for Harris,1,FoxNews
"Trump, rejecting advice, tries mockery, insults, AI against Kamala, but is it working?",1,FoxNews
Do these potential Biden replacements have what it takes to beat Trump?,1,FoxNews
Arizona abortion rights group secures signatures for 2024 ballot referendum,1,FoxNews
Gretchen Whitmer rejects polls showing Harris up 5 points against Trump in Michigan: 'It's just not true',1,FoxNews
Modi opens grand Hindu temple with eye on India’s upcoming elections,0,NBC
'Bring them home now': Pressure mounts on Netanyahu to prioritize Israeli hostages,0,NBC
21+ Secret Santa and White Elephant gifts that will make holiday shopping so much easier,0,NBC
"The best backpacks for long and short trips, according to travel bloggers",0,NBC
"From salmon to shark, here are the best and worst fish for your health, according to experts",1,FoxNews
"Farmers, ranchers slam Biden 'attack on farmers' with EPA water rule: 'Complete example of govt. overreach'",1,FoxNews
Why I use my Slip silk sleep mask every night for a good night's sleep,0,NBC
Jon Tester casts doubt on unfavorable poll in Montana Senate race: 'Give me a break',1,FoxNews
"No new talks over U.S. soldier detained in North Korea, U.S. officials say",0,NBC
U.N. Security Council passes Gaza cease fire proposal drafted by the U.S.,0,NBC
Ohio voters enshrine abortion rights in state constitution,0,NBC
"Iowa farmer blasts Biden inflation, warns monthly grocery bills will increase $1,000",1,FoxNews
Trump and Harris poll in dead heat in survey as Election Day approaches,1,FoxNews
Colorado Supreme Court dismisses lawsuit against Christian baker who refused to bake trans cake,1,FoxNews
Biden vowed 'consequences' for Saudi Arabia after oil production cut. But the U.S. has no plans to follow through.,0,NBC
Trump wins the Nevada GOP caucuses: Highlights,0,NBC
"Gold Star families want National Mall memorial for service members killed in war on terror, decry delays",1,FoxNews
Pet Awards: The best pet food recommended by veterinarians,0,NBC
"The Doors' Jim Morrison had ‘a fascination with death’ before passing away at 27, bandmate Robby Krieger says",1,FoxNews
Are noise canceling headphones hazardous to your health? Audiology experts share warnings,1,FoxNews
"Ozempic and other GLP 1 drugs could reduce arthritis symptoms in some, experts claim",1,FoxNews
"If you sit in a chair all day, these lumbar support pillows will save your lower back",0,NBC
Best Tom Hanks movies to watch during self isolation,1,FoxNews
"Gazans increasingly back a two state solution, as support for Hamas drops",0,NBC
Singer Gavin DeGraw surprises US soldiers with rescue pets through Paws of War initiative,1,FoxNews
USA Today under fire for allowing Stacey Abrams to retroactively edit op ed to downplay boycott support,1,FoxNews
"Fall Prime Day is *technically* over, but we found 51+ great deals you can still shop",0,NBC
"Biden abandoned by top Democrats as Pritzker, Newsom 'measure the drapes' in absence",1,FoxNews
"Trump convicted on all counts in NY trial, Bragg makes remarks",1,FoxNews
Guardians use long ball to pull off miraculous walk off win after squandering late lead,1,FoxNews
Major CNN Trump critic Brian Stelter admits Trump 'was funny' during Al Smith Dinner: 'A few great jokes',1,FoxNews
"No bomb shelters, no sirens, no Iron Dome: Israel’s long neglected Arab Bedouins",0,NBC
Georgia high school shooting: Biden decries 'more senseless gun violence',1,FoxNews
"Justices claim immunity ruling allows presidents to poison staff, have Navy SEALs kill political rivals",1,FoxNews
Jets offensive coordinator Nathaniel Hackett stripped of play calling duties as shake up continues,1,FoxNews
They’re Hindu too but still feel at the bottom of India’s social ladder,0,NBC
"On this day in history, July 26, 1990, President George H.W. Bush signs Americans with Disabilities Act",1,FoxNews
Georgia GOP chair shares 2 pronged election strategy as Trump works to win back Peach State,1,FoxNews
Upgrade mom's kitchen with new cookware and bakeware this year,0,NBC
"Everything you need to properly season, clean and maintain a cast iron skillet",0,NBC
Jan. 6 panel reveals GOP lawmakers sought Trump pardons after Capitol attack,0,NBC
Virginia Democrats block GOP bid to take full control of state government,0,NBC
Hillary Clinton says Trump poses 'danger to our country and the world' after assassination attempt,1,FoxNews
Former LPGA Tour golfer Amy Olson calls trans player's Q School participation 'unfair',1,FoxNews
Yum or yuck? 3 delicious recipes you can make with salty anchovies,1,FoxNews
"India's alleged interference in Canada was 'a horrific mistake,' Trudeau says",0,NBC
"The seven essential steps to maintaining your braids, according to experts",0,NBC
FBI captures three Jan. 6 fugitives at Florida ranch on the third anniversary of the Capitol attack,0,NBC
Liberals rage over CNN's 'disgusting' Trump town hall: 'This insanity should be pulled off the f ing air',1,FoxNews
Pennsylvania Republicans to draft bill to relocate migrants on Biden DHS flights to Delaware,1,FoxNews
One Direction’s Liam Payne mourned by Hollywood after death at 31: ‘Absolutely heartbreaking’,1,FoxNews
"Milton's gone, but the political storm keeps raging over federal government's hurricane efforts",1,FoxNews
"Trump announces aid for Puerto Rico, infusing politics in an apparent play for Florida voters",0,NBC
Florida Supreme Court approves abortion ballot initiative while upholding 15 week ban,1,FoxNews
Media figures shocked at Biden's 'bad' debate performance: 'Total and complete disaster',1,FoxNews
America's 'unique' Thanksgiving stuffing preferences state by state,1,FoxNews
Four Mark Robinson staffers step down from embattled campaign,0,NBC
China sanctions 5 U.S. defense companies over Taiwan arms sales,0,NBC
"A group of Palestinian men waving a white flag is shot at, killing 1",0,NBC
Can Israel take out the tunnels Hamas uses to move fighters and weapons?,0,NBC
"Nashville killer Audrey Hale slept with journals on school shootings under bed, court docs reveal",1,FoxNews
5 Palestinians killed as Israeli troops raid 'Lions' Den' hideout,0,NBC
Biden admin under fire for opening borders to food imports potentially containing devastating disease,1,FoxNews
"Menendez bros' attorney speaks out about their case amid appeal: 'Everything you think you know...you don't""",1,FoxNews
"These 10 restaurants are considered the 'best of the best' in the US, says Tripadvisor",1,FoxNews
"Trump visits Atlanta Chick fil A, buys customers chicken and shakes",1,FoxNews
FBI failures before the Capitol siege avoided the Jan. 6 committee's scorn. Not for long.,0,NBC
Sen. Mike Lee promotes a debunked conspiracy theory about a Jan. 6 rioter,0,NBC
How one Minnesota college got nearly 90% voter turnout and is pushing for more,0,NBC
MLB playoff viewership surges as big market stars vie for World Series,0,NBC
Flight attendant goes viral on TikTok for attempting to ease common flying fear,1,FoxNews
"Draft opinion indicates Supreme Court will overturn Roe v. Wade, Politico reports in extraordinary leak",0,NBC
Here's what top Trump VP picks say about the 2020 election results and whether they'll accept the 2024 outcome,0,NBC
'Christian nationalism' obsession by some on the left aims to marginalize pro life Christians: Radio host,1,FoxNews
Iran says drone attack targeted military factory,0,NBC
NRA praises court order striking down ‘draconian’ blue state's handgun law,1,FoxNews
The girl who can’t smile: How a rare disorder became a young woman's ‘greatest gift’,1,FoxNews
Kamala Harris supporters unsure when asked about VP's policy accomplishments,1,FoxNews
"Drug overdose death rates rose dramatically during the first year of the pandemic, CDC reports",0,NBC
Harris Trump showdown: Group of former law enforcement leaders takes sides in presidential election,1,FoxNews
Judge in Trump's hush money trial delays sentencing following Supreme Court immunity ruling,0,NBC
Hyaluronic acid is a must have your dry skin routine here are the best products that will leave your skin glowy and hydrated,0,NBC
Republican convention gets underway two days after Trump survived an assassination attempt,1,FoxNews
